Plane	Strip	MeanFit	Mean
9	46	-6	-6
9	47	-6	-6
10	0	0.046875	0.046875
10	1	-0.046875	-0.046875
10	2	0.0234375	0.0234375
10	3	0.0703125	0.0703125
10	4	0.0234375	0.0234375
10	5	0.0234375	0.0234375
10	6	-0.0703125	-0.0703125
10	7	0.046875	0.046875
10	8	-0.117187	-0.117188
10	9	-3.38201e-13	-3.38201e-13
10	10	0.0234375	0.0234375
10	11	-0.0234375	-0.0234375
10	12	-0.046875	-0.046875
10	13	0.0703125	0.0703125
10	14	0.09375	0.09375
10	15	0.0234375	0.0234375
10	16	-0.09375	-0.09375
10	17	-0.0234375	-0.0234375
10	18	-0.117188	-0.117188
10	19	0.046875	0.046875
10	20	-0.164063	-0.164062
10	21	-0.0703125	-0.0703125
10	22	0.117188	0.117188
10	23	-0.0234375	-0.0234375
10	24	-0.0234375	-0.0234375
10	25	-0.117188	-0.117188
10	26	-8.14163e-13	-8.14163e-13
10	27	0.0703125	0.0703125
10	28	-0.695877	-0.145313
10	29	-0.02344	-0.02344
10	30	-0.02344	-0.02344
10	31	0.0234375	0.0234375
10	32	0.0234375	0.0234375
10	33	0.0703125	0.0703125
10	34	0.0703125	0.0703125
10	35	0.0703125	0.0703125
10	36	0.117188	0.117188
10	37	-0.0234375	-0.0234375
10	38	-3.24809e-13	-3.24809e-13
10	39	0.164062	0.164062
10	40	-0.046875	-0.046875
10	41	0.0234375	0.0234375
10	42	0.0703125	0.0703125
10	43	0.0703125	0.0703125
10	44	-0.0703125	-0.0703125
10	45	0.0703125	0.0703125
10	46	0.117187	0.117188
10	47	-0.046875	-0.046875
11	0	-0.0234375	-0.0234375
11	1	-0.140625	-0.140625
11	2	-0.140625	-0.140625
11	3	0.140625	0.140625
11	4	0.0703125	0.0703125
11	5	0.046875	0.046875
11	6	0.0234375	0.0234375
11	7	0.117188	0.117188
11	8	0.0234375	0.0234375
11	9	-3.45467e-13	-3.45467e-13
11	10	0.0234375	0.0234375
11	11	-0.0234375	-0.0234375
11	12	-0.0234375	-0.0234375
11	13	-0.0234375	-0.0234375
11	14	4.61747e-13	4.61747e-13
11	15	0.164062	0.164062
11	16	-0.0234375	-0.0234375
11	17	0.164062	0.164062
11	18	-0.0234375	-0.0234375
11	19	0.0703125	0.0703125
11	20	-0.117187	-0.117188
11	21	-0.117188	-0.117188
11	22	-0.0234375	-0.0234375
11	23	-0.117187	-0.117188
11	24	0.164062	0.164062
11	25	0.0703125	0.0703125
11	26	0.210938	0.210938
11	27	0.164063	0.164062
11	28	0.0703125	0.0703125
11	29	0.210938	0.210938
11	30	-0.0234375	-0.0234375
11	31	0.117188	0.117188
11	32	0.0703125	0.0703125
11	33	0.0234375	0.0234375
11	34	0.09375	0.09375
11	35	0.210938	0.210938
11	36	0.304688	0.304688
11	37	0.210937	0.210938
11	38	0.234375	0.234375
11	39	0.257812	0.257812
11	40	0.0234375	0.0234375
11	41	0.164062	0.164062
11	42	-1.66938e-13	-1.66938e-13
11	43	0.0703125	0.0703125
11	44	-1.15112e-12	-1.15112e-12
11	45	0.1875	0.1875
11	46	0.234375	0.234375
11	47	0.140625	0.140625
12	0	-2.27344	-2.27344
12	1	-2.34375	-2.34375
12	2	-2.17969	-2.17969
12	3	-2.15625	-2.15625
12	4	-2.29688	-2.29688
12	5	-2.10937	-2.10938
12	6	-2.32031	-2.32031
12	7	-2.01809	-2.01809
12	8	-2.25	-2.25
12	9	-2.27344	-2.27344
12	10	-2.25	-2.25
12	11	-2.17969	-2.17969
12	12	-2.10938	-2.10938
12	13	-2.13281	-2.13281
12	14	-2.10938	-2.10938
12	15	-2.08594	-2.08594
12	16	-2.17969	-2.17969
12	17	-2.08594	-2.08594
12	18	-2.20312	-2.20312
12	19	-2.08594	-2.08594
12	20	-2.20313	-2.20312
12	21	-2.20313	-2.20312
12	22	-2.0625	-2.0625
12	23	-2.17969	-2.17969
12	24	-2.0625	-2.0625
12	25	-2.17969	-2.17969
12	26	-2.08594	-2.08594
12	27	-1.94531	-1.94531
12	28	-2.17969	-2.17969
12	29	-2.03906	-2.03906
12	30	-2.20313	-2.20312
12	31	-2.08594	-2.08594
12	32	-2.22656	-2.22656
12	33	-2.13281	-2.13281
12	34	-2.13281	-2.13281
12	35	-2.13281	-2.13281
12	36	-2.08594	-2.08594
12	37	-2.08594	-2.08594
12	38	-2.08594	-2.08594
12	39	-2.08594	-2.08594
12	40	-2.17969	-2.17969
12	41	-2.0625	-2.0625
12	42	-2.15625	-2.15625
12	43	-2.08594	-2.08594
12	44	-2.25	-2.25
12	45	-2.10937	-2.10938
12	46	-2.01562	-2.01562
12	47	-2.17969	-2.17969
13	0	-6.49219	-6.49219
13	1	-6.5625	-6.5625
13	2	-6.44531	-6.44531
13	3	-6.42188	-6.42188
13	4	-6.49219	-6.49219
13	5	-6.39844	-6.39844
13	6	-6.58594	-6.58594
13	7	-6.49219	-6.49219
13	8	-6.5625	-6.5625
13	9	-6.53906	-6.53906
13	10	-6.51562	-6.51562
13	11	-6.49219	-6.49219
13	12	-6.49219	-6.49219
13	13	-6.49219	-6.49219
13	14	-6.53906	-6.53906
13	15	-6.44531	-6.44531
13	16	-6.49219	-6.49219
13	17	-6.51562	-6.51562
13	18	-6.46875	-6.46875
13	19	-6.44531	-6.44531
13	20	-6.58594	-6.58594
13	21	-6.39844	-6.39844
13	22	-6.42187	-6.42188
13	23	-6.49219	-6.49219
13	24	-6.30469	-6.30469
13	25	-6.39844	-6.39844
13	26	-6.30469	-6.30469
13	27	-6.25781	-6.25781
13	28	-6.35156	-6.35156
13	29	-6.30469	-6.30469
13	30	-6.375	-6.375
13	31	-6.25781	-6.25781
13	32	-6.375	-6.375
13	33	-6.30469	-6.30469
13	34	-6.35156	-6.35156
13	35	-6.30469	-6.30469
13	36	-6.30469	-6.30469
13	37	-6.30469	-6.30469
13	38	-6.30469	-6.30469
13	39	-6.30469	-6.30469
13	40	-6.39844	-6.39844
13	41	-6.25781	-6.25781
13	42	-6.49219	-6.49219
13	43	-6.35156	-6.35156
13	44	-6.46875	-6.46875
13	45	-6.39844	-6.39844
13	46	-6.32813	-6.32812
13	47	-6.35156	-6.35156
14	0	0	0
14	1	0	0
14	2	0	0
14	3	0	0
14	4	0	0
14	5	0	0
14	6	0	0
14	7	0	0
14	8	0	0
14	9	0	0
14	10	0	0
14	11	0	0
14	12	0	0
14	13	0	0
14	14	0	0
14	15	0	0
14	16	0	0
14	17	0	0
14	18	0	0
14	19	0	0
14	20	0	0
14	21	0	0
14	22	0	0
14	23	0	0
14	24	-6.53901	-6.53901
14	25	-6.58594	-6.58594
14	26	-6.49219	-6.49219
14	27	-6.44531	-6.44531
14	28	-6.5625	-6.5625
14	29	-6.44531	-6.44531
14	30	-6.5625	-6.5625
14	31	-6.46875	-6.46875
14	32	-6.58594	-6.58594
14	33	-6.53906	-6.53906
14	34	-6.51563	-6.51562
14	35	-6.49219	-6.49219
14	36	-6.58594	-6.58594
14	37	-6.44531	-6.44531
14	38	-6.39844	-6.39844
14	39	-6.49219	-6.49219
14	40	-6.49219	-6.49219
14	41	-6.42187	-6.42188
14	42	-6.58594	-6.58594
14	43	-6.49219	-6.49219
14	44	-6.53906	-6.53906
14	45	-6.53906	-6.53906
14	46	-6.42187	-6.42188
14	47	-6.46875	-6.46875
15	0	-0.117187	-0.117188
15	1	0.046875	0.046875
15	2	-0.164063	-0.164062
15	3	-0.304688	-0.304688
15	4	-0.140625	-0.140625
15	5	-0.328125	-0.328125
15	6	-0.09375	-0.09375
15	7	-0.210938	-0.210938
15	8	-0.140625	-0.140625
15	9	-0.046875	-0.046875
15	10	-0.046875	-0.046875
15	11	-0.140625	-0.140625
15	12	-0.210938	-0.210938
15	13	-0.140625	-0.140625
15	14	-0.164062	-0.164062
15	15	-0.304687	-0.304688
15	16	-0.140625	-0.140625
15	17	-0.234375	-0.234375
15	18	-0.140625	-0.140625
15	19	-0.210937	-0.210938
15	20	-0.046875	-0.046875
15	21	-0.140625	-0.140625
15	22	-0.210938	-0.210938
15	23	-0.0703125	-0.0703125
15	24	-0.117188	-0.117188
15	25	-0.0234375	-0.0234375
15	26	-0.140625	-0.140625
15	27	-0.09375	-0.09375
15	28	-0.0234375	-0.0234375
15	29	-0.140625	-0.140625
15	30	-0.0234375	-0.0234375
15	31	-0.09375	-0.09375
15	32	-0.0234375	-0.0234375
15	33	-0.0703125	-0.0703125
15	34	-0.046875	-0.046875
15	35	-0.0703125	-0.0703125
15	36	-0.117188	-0.117188
15	37	-0.0703125	-0.0703125
15	38	-0.046875	-0.046875
15	39	-0.117188	-0.117188
15	40	0.046875	0.046875
15	41	-0.0234375	-0.0234375
15	42	-3.61067e-13	-3.61067e-13
15	43	0.046875	0.046875
15	44	0.140625	0.140625
15	45	-0.0703125	-0.0703125
15	46	-0.046875	-0.046875
15	47	0.0234375	0.0234375
16	0	0.09375	0.09375
16	1	0.234375	0.234375
16	2	0.328125	0.328125
16	3	0.09375	0.09375
16	4	0.1875	0.1875
16	5	0.328125	0.328125
16	6	0.234375	0.234375
16	7	0.210938	0.210938
16	8	0.515625	0.515625
16	9	0.210937	0.210938
16	10	0.210938	0.210938
16	11	0.515625	0.515625
16	12	0.421875	0.421875
16	13	0.304688	0.304688
16	14	0.234375	0.234375
16	15	0.421875	0.421875
16	16	0.351563	0.351562
16	17	0.28125	0.28125
16	18	0.375	0.375
16	19	0.164062	0.164062
16	20	0.351563	0.351562
16	21	0.328125	0.328125
16	22	0.09375	0.09375
16	23	0.1875	0.1875
16	24	0.351563	0.351562
16	25	0.445313	0.445312
16	26	0.28125	0.28125
16	27	0.234375	0.234375
16	28	0.328125	0.328125
16	29	0.234375	0.234375
16	30	0.351563	0.351562
16	31	0.328125	0.328125
16	32	0.351563	0.351562
16	33	0.375	0.375
16	34	0.398437	0.398438
16	35	0.304687	0.304688
16	36	0.351563	0.351562
16	37	0.304688	0.304688
16	38	0.351562	0.351562
16	39	0.210937	0.210938
16	40	0.304688	0.304688
16	41	0.28125	0.28125
16	42	0.421875	0.421875
16	43	0.304687	0.304688
16	44	0.445313	0.445312
16	45	0.421875	0.421875
16	46	0.28125	0.28125
16	47	0.421875	0.421875
17	0	0	0
17	1	0	0
17	2	0	0
17	3	0	0
17	4	0	0
17	5	0	0
17	6	0	0
17	7	0	0
17	8	0	0
17	9	0	0
17	10	0	0
17	11	0	0
17	12	0	0
17	13	0	0
17	14	0	0
17	15	0	0
17	16	0	0
17	17	0	0
17	18	0	0
17	19	0	0
17	20	0	0
17	21	0	0
17	22	0	0
17	23	0	0
17	24	-2.69531	-2.69531
17	25	-2.60156	-2.60156
17	26	-2.76562	-2.76562
17	27	-2.78906	-2.78906
17	28	-2.67188	-2.67188
17	29	-2.78906	-2.78906
17	30	-2.67187	-2.67188
17	31	-2.74219	-2.74219
17	32	-2.57812	-2.57812
17	33	8.182001	8.182001
17	34	-2.50781	-2.50781
17	35	-2.625	-2.625
17	36	-2.64844	-2.64844
17	37	-2.60156	-2.60156
17	38	-2.55469	-2.55469
17	39	-2.67187	-2.67188
17	40	-2.53125	-2.53125
17	41	-2.67187	-2.67188
17	42	-2.53125	-2.53125
17	43	-2.60156	-2.60156
17	44	-2.48437	-2.48438
17	45	-2.57812	-2.57812
17	46	-2.60156	-2.60156
17	47	-2.53125	-2.53125
18	0	-6.70312	-6.70312
18	1	-6.60938	-6.60938
18	2	-6.75	-6.75
18	3	-6.75	-6.75
18	4	-6.63281	-6.63281
18	5	-6.79688	-6.79688
18	6	-6.60938	-6.60938
18	7	-6.70312	-6.70312
18	8	-6.60938	-6.60938
18	9	-6.63281	-6.63281
18	10	-6.65625	-6.65625
18	11	-6.70313	-6.70312
18	12	-6.67969	-6.67969
18	13	-6.70312	-6.70312
18	14	-6.67969	-6.67969
18	15	-6.70313	-6.70312
18	16	-6.60937	-6.60938
18	17	-6.70312	-6.70312
18	18	-6.65625	-6.65625
18	19	-6.70312	-6.70312
18	20	-6.5625	-6.5625
18	21	-6.70313	-6.70312
18	22	-6.72656	-6.72656
18	23	-6.60937	-6.60938
18	24	-6.65625	-6.65625
18	25	-6.63281	-6.63281
18	26	-6.58594	-6.58594
18	27	-6.79687	-6.79688
18	28	-6.67969	-6.67969
18	29	-6.70312	-6.70312
18	30	-6.60937	-6.60938
18	31	-6.72656	-6.72656
18	32	-6.51563	-6.51562
18	33	-6.60938	-6.60938
18	34	-6.60938	-6.60938
18	35	-6.5625	-6.5625
18	36	-6.60937	-6.60938
18	37	-6.44531	-6.44531
18	38	-6.51563	-6.51562
18	39	-6.67969	-6.67969
18	40	-6.39844	-6.39844
18	41	-6.5625	-6.5625
18	42	-6.5625	-6.5625
18	43	-6.46875	-6.46875
18	44	-6.42188	-6.42188
18	45	-6.53906	-6.53906
18	46	-6.49219	-6.49219
18	47	-6.42188	-6.42188
19	0	-6.82031	-6.82031
19	1	-6.72656	-6.72656
19	2	-6.72656	-6.72656
19	3	-6.91406	-6.91406
19	4	-6.75	-6.75
19	5	-6.70312	-6.70312
19	6	-6.72656	-6.72656
19	7	-6.86719	-6.86719
19	8	-6.63281	-6.63281
19	9	-6.79688	-6.79688
19	10	-6.86719	-6.86719
19	11	-6.70313	-6.70312
19	12	-6.70313	-6.70312
19	13	-6.91406	-6.91406
19	14	-6.9375	-6.9375
19	15	-6.77344	-6.77344
19	16	-6.82031	-6.82031
19	17	-6.96094	-6.96094
19	18	-6.65625	-6.65625
19	19	-6.89063	-6.89062
19	20	-6.70313	-6.70312
19	21	-6.65625	-6.65625
19	22	-6.9375	-6.9375
19	23	-6.86719	-6.86719
19	24	-6.70313	-6.70312
19	25	-6.5625	-6.5625
19	26	-6.84375	-6.84375
19	27	-6.77344	-6.77344
19	28	-6.65625	-6.65625
19	29	-6.89062	-6.89062
19	30	-6.60938	-6.60938
19	31	-6.75	-6.75
19	32	-6.70312	-6.70312
19	33	-6.65625	-6.65625
19	34	-6.60938	-6.60938
19	35	-6.79688	-6.79688
19	36	-6.84375	-6.84375
19	37	-6.72656	-6.72656
19	38	-6.79687	-6.79688
19	39	-6.89062	-6.89062
19	40	-6.65625	-6.65625
19	41	-6.75	-6.75
19	42	-6.77344	-6.77344
19	43	-6.75	-6.75
19	44	-6.60937	-6.60938
19	45	-6.75	-6.75
19	46	-6.77344	-6.77344
19	47	-6.60938	-6.60938
