Plane	Strip	MeanFit	Mean
18	25	7.6828	6.80384
18	26	7.66259	6.76077
18	27	6.42187	6.42188
18	28	6.53906	6.53906
18	29	6.53906	6.53906
18	30	6.5625	6.5625
18	31	6.49219	6.49219
18	32	6.70313	6.70312
18	33	6.5625	6.5625
18	34	6.5625	6.5625
18	35	6.65625	6.65625
18	36	6.60938	6.60937
18	37	6.58594	6.58594
18	38	6.63281	6.63281
18	39	6.53906	6.53906
18	40	6.75	6.75
18	41	5.99067e-09	3.73888e-16
18	42	6.75	6.75
18	43	6.63281	6.63281
18	44	6.81012	6.78171
18	45	6.61504	6.66338
18	46	6.64906	6.62344
18	47	6.58508	6.55684
19	0	6.42188	6.42188
19	1	6.51562	6.51563
19	2	6.44531	6.44531
19	3	6.375	6.375
19	4	6.49219	6.49219
19	5	6.39844	6.39844
19	6	6.58594	6.58594
19	7	6.44531	6.44531
19	8	6.63281	6.63281
19	9	6.58594	6.58594
19	10	6.5625	6.5625
19	11	6.5625	6.5625
19	12	6.41649	6.4205
19	13	6.58594	6.58594
19	14	6.55711	6.56112
19	15	6.41617	6.42041
19	16	6.6211	6.62997
19	17	6.51563	6.51562
19	18	6.60938	6.60937
19	19	6.53906	6.53906
19	20	6.70313	6.70313
19	21	6.46875	6.46875
19	22	6.53906	6.53906
19	23	6.58594	6.58594
19	24	6.60937	6.60937
19	25	6.72656	6.72656
19	26	6.53906	6.53906
19	27	6.60938	6.60938
19	28	6.62727	6.63139
19	29	6.51562	6.51562
19	30	6.70313	6.70312
19	31	6.58594	6.58594
19	32	6.70312	6.70312
19	33	6.7679	6.77202
19	34	6.72656	6.72656
19	35	6.69742	6.70166
19	36	6.65625	6.65625
19	37	6.65054	6.65479
19	38	6.62727	6.63139
19	39	6.5625	6.5625
19	40	6.72656	6.72656
19	41	6.58594	6.58594
19	42	6.70312	6.70313
19	43	6.65625	6.65625
19	44	6.75	6.75
19	45	6.65625	6.65625
19	46	6.5625	6.5625
19	47	6.63281	6.63281
