Plane	Strip	MeanFit	Mean
10	23	1.13975e-13	9.69905e-18
10	22	0.09375	0.09375
10	21	-0.046875	-0.046875
10	20	-0.046875	-0.046875
10	19	0.046875	0.046875
10	18	1.41823e-14	1.72794e-17
10	17	-5.08053e-13	3.51251e-18
10	16	-0.09375	-0.09375
10	15	-9.81581e-14	-1.81064e-17
10	14	-0.09375	-0.09375
10	13	-0.164062	-0.164063
10	12	-0.09375	-0.09375
10	11	-0.117187	-0.117187
10	10	0.046875	0.046875
10	9	0.046875	0.046875
10	8	-0.140625	-0.140625
10	7	0.046875	0.046875
10	6	4.16094e-13	-1.93657e-17
10	5	-0.0234375	-0.0234375
10	4	-3.20399e-13	1.19864e-17
10	3	0.09375	0.09375
10	2	-0.0234375	-0.0234375
10	1	-0.0703125	-0.0703125
10	0	0.0703125	0.0703125
11	47	0.1875	0.1875
11	46	0.328125	0.328125
11	45	0.28125	0.28125
11	44	0.046875	0.046875
11	43	0.1875	0.1875
11	42	0.140625	0.140625
11	41	0.210938	0.210937
11	40	0.140625	0.140625
11	39	0.234375	0.234375
11	38	0.164062	0.164063
11	37	0.1875	0.1875
11	36	0.140625	0.140625
11	35	0.234375	0.234375
11	34	0.140625	0.140625
11	33	0.046875	0.046875
11	32	0.140625	0.140625
11	31	0.117188	0.117187
11	30	4.31692e-14	2.96617e-17
11	29	0.1875	0.1875
11	28	0.046875	0.046875
11	27	0.140625	0.140625
11	26	0.234375	0.234375
11	25	0.117187	0.117187
11	24	0.140625	0.140625
11	23	-0.046875	-0.046875
11	22	0.09375	0.09375
11	21	0.1875	0.1875
11	20	-0.09375	-0.09375
11	19	0.046875	0.046875
11	18	0.140625	0.140625
11	17	0.046875	0.046875
11	16	-0.046875	-0.046875
11	15	0.234375	0.234375
11	14	0.09375	0.09375
11	13	0.046875	0.046875
11	12	0.257813	0.257813
11	11	0.1875	0.1875
11	10	-0.046875	-0.046875
11	9	-0.046875	-0.046875
11	8	0.140625	0.140625
11	7	0.046875	0.046875
11	6	-0.046875	-0.046875
11	5	0.28125	0.28125
11	4	6.47091e-13	-3.32169e-18
11	3	0.046875	0.046875
11	2	0.1875	0.1875
11	1	-0.0703125	-0.0703125
11	0	-1.75126e-13	-2.9302e-18
12	47	1.89844	1.89844
12	46	1.94531	1.94531
12	45	1.92187	1.92187
12	44	1.78125	1.78125
12	43	1.875	1.875
12	42	1.82813	1.82813
12	41	1.875	1.875
12	40	1.71094	1.71094
12	39	1.92188	1.92188
12	38	1.82813	1.82813
12	37	1.875	1.875
12	36	1.82812	1.82813
12	35	1.82813	1.82813
12	34	2.01562	2.01562
12	33	2.48438	2.48438
12	32	1.82812	1.82813
12	31	2.01562	2.01563
12	30	1.92188	1.92188
12	29	1.92188	1.92188
12	28	1.96875	1.96875
12	27	2.0625	2.0625
12	26	1.96875	1.96875
12	25	1.92188	1.92188
12	24	2.01562	2.01562
12	23	1.875	1.875
12	22	1.96875	1.96875
12	21	2.0625	2.0625
12	20	1.78125	1.78125
12	19	1.875	1.875
12	18	2.01562	2.01563
12	17	2.0625	2.0625
12	16	1.92188	1.92188
12	15	2.15625	2.15625
12	14	1.92187	1.92188
12	13	1.92187	1.92188
12	12	2.13281	2.13281
12	11	2.01562	2.01563
12	10	2.01563	2.01562
12	9	1.96875	1.96875
12	8	2.01562	2.01563
12	7	2.0625	2.0625
12	6	1.96875	1.96875
12	5	2.10938	2.10938
12	4	1.99219	1.99219
12	3	2.13281	2.13281
12	2	2.0625	2.0625
12	1	1.92187	1.92188
12	0	2.03906	2.03906
13	47	6.63281	6.63281
13	46	6.72656	6.72656
13	45	6.42188	6.42188
13	44	6.53906	6.53906
13	43	6.65625	6.65625
13	42	6.375	6.375
13	41	6.70313	6.70313
13	40	6.60938	6.60937
13	39	6.60938	6.60938
13	38	6.65625	6.65625
13	37	6.65625	6.65625
13	36	6.51563	6.51562
13	35	6.51562	6.51562
13	34	6.65625	6.65625
13	33	6.70312	6.70312
13	32	6.49219	6.49219
13	31	6.70312	6.70312
13	30	6.65625	6.65625
13	29	6.51563	6.51562
13	28	6.63281	6.63281
13	27	6.75	6.75
13	26	6.46875	6.46875
13	25	6.53906	6.53906
13	24	6.65625	6.65625
13	23	6.375	6.375
13	22	6.42188	6.42188
13	21	6.42187	6.42187
13	20	6.375	6.375
13	19	6.42188	6.42188
13	18	6.375	6.375
13	17	6.46875	6.46875
13	16	6.375	6.375
13	15	6.53906	6.53906
13	14	6.42187	6.42187
13	13	6.375	6.375
13	12	6.46875	6.46875
13	11	6.51562	6.51563
13	10	6.35156	6.35156
13	9	6.42187	6.42187
13	8	6.42188	6.42187
13	7	6.49219	6.49219
13	6	6.375	6.375
13	5	6.60937	6.60938
13	4	6.46875	6.46875
13	3	6.60938	6.60937
13	2	6.51563	6.51562
13	1	6.44531	6.44531
13	0	6.49219	6.49219
14	47	6.53906	6.53906
14	46	6.67969	6.67969
14	45	6.65625	6.65625
14	44	6.49219	6.49219
14	43	6.65625	6.65625
14	42	6.58594	6.58594
14	41	6.65625	6.65625
14	40	6.5625	6.5625
14	39	6.77344	6.77344
14	38	6.67969	6.67969
14	37	6.67969	6.67969
14	36	6.72656	6.72656
14	35	6.67969	6.67969
14	34	6.65625	6.65625
14	33	6.63281	6.63281
14	32	6.58594	6.58594
14	31	6.70313	6.70313
14	30	6.63281	6.63281
14	29	6.75	6.75
14	28	6.65625	6.65625
14	27	6.82031	6.82031
14	26	6.70312	6.70313
14	25	6.60937	6.60937
14	24	6.65625	6.65625
14	23	6.63281	6.63281
14	22	6.79687	6.79688
14	21	6.63281	6.63281
14	20	6.63281	6.63281
14	19	6.72656	6.72656
14	18	6.60938	6.60938
14	17	6.72656	6.72656
14	16	6.67969	6.67969
14	15	6.72656	6.72656
14	14	6.77344	6.77344
14	13	6.72656	6.72656
14	12	6.65625	6.65625
14	11	6.60937	6.60937
14	10	6.53906	6.53906
14	9	6.5625	6.5625
14	8	6.53906	6.53906
14	7	6.58594	6.58594
14	6	6.51562	6.51562
14	5	6.63281	6.63281
14	4	6.53906	6.53906
14	3	6.63281	6.63281
14	2	6.63281	6.63281
14	1	6.44531	6.44531
14	0	6.58594	6.58594
15	47	0.0703125	0.0703125
15	46	-0.0703125	-0.0703125
15	45	0.117188	0.117188
15	44	0.1875	0.1875
15	43	-1.1642e-13	4.40202e-18
15	42	0.1875	0.1875
15	41	-7.05558e-13	9.04558e-18
15	40	0.140625	0.140625
15	39	0.140625	0.140625
15	38	0.0703125	0.0703125
15	37	0.0703125	0.0703125
15	36	0.09375	0.09375
15	35	0.140625	0.140625
15	34	0.09375	0.09375
15	33	0.09375	0.09375
15	32	0.328125	0.328125
15	31	0.09375	0.09375
15	30	0.164062	0.164063
15	29	0.09375	0.09375
15	28	0.140625	0.140625
15	27	-6.99813e-13	-3.89914e-17
15	26	0.09375	0.09375
15	25	0.140625	0.140625
15	24	0.0703125	0.0703125
15	23	0.09375	0.09375
15	22	1.12652e-13	-2.87084e-17
15	21	0.046875	0.046875
15	20	0.1875	0.1875
15	19	0.046875	0.046875
15	18	0.09375	0.09375
15	17	-1.98788e-13	8.35358e-18
15	16	0.117187	0.117188
15	15	0.046875	0.046875
15	14	-4.66851e-13	2.51527e-17
15	13	0.046875	0.046875
15	12	0.046875	0.046875
15	11	0.09375	0.09375
15	10	0.140625	0.140625
15	9	0.1875	0.1875
15	8	0.140625	0.140625
15	7	2.12188e-13	-2.66185e-17
15	6	0.046875	0.046875
15	5	-0.0234375	-0.0234375
15	4	-5.74524e-14	2.11482e-17
15	3	-0.09375	-0.09375
15	2	-0.046875	-0.046875
15	1	0.09375	0.09375
15	0	-6.55829e-13	1.96638e-17
16	47	-2.79549e-13	-1.2784e-17
16	46	-0.0234375	-0.0234375
16	45	-0.0234375	-0.0234375
16	44	0.164063	0.164062
16	43	3.07426e-13	-1.47683e-17
16	42	0.0234375	0.0234375
16	41	-0.0234375	-0.0234375
16	40	0.09375	0.09375
16	39	-0.117188	-0.117187
16	38	-2.69626e-13	6.74081e-18
16	37	-3.08729e-13	-9.97503e-18
16	36	-0.09375	-0.09375
16	35	-0.0703125	-0.0703125
16	34	-0.0703125	-0.0703125
16	33	-0.046875	-0.046875
16	32	0.0234375	0.0234375
16	31	-0.046875	-0.046875
16	30	0.0703125	0.0703125
16	29	-0.046875	-0.046875
16	28	0.09375	0.09375
16	27	-0.0234375	-0.0234375
16	26	-0.0234375	-0.0234375
16	25	0.117188	0.117188
16	24	0.09375	0.09375
16	23	0.046875	0.046875
16	22	-0.046875	-0.046875
16	21	-0.0703125	-0.0703125
16	20	0.140625	0.140625
16	19	3.0657e-13	-8.26031e-18
16	18	-0.0234375	-0.0234375
16	17	-0.117188	-0.117188
16	16	0.0703125	0.0703125
16	15	-0.210938	-0.210937
16	14	-0.046875	-0.046875
16	13	-0.046875	-0.046875
16	12	-0.140625	-0.140625
16	11	-0.0703125	-0.0703125
16	10	1.87975e-14	1.52199e-17
16	9	0.09375	0.09375
16	8	-0.0234375	-0.0234375
16	7	-0.046875	-0.046875
16	6	0.0703125	0.0703125
16	5	-0.164063	-0.164063
16	4	-0.0234375	-0.0234375
16	3	-0.117188	-0.117188
16	2	-0.140625	-0.140625
16	1	0.046875	0.046875
16	0	1.94038e-13	-1.57633e-17
17	47	2.0625	2.0625
17	46	1.96875	1.96875
17	45	2.10938	2.10938
17	44	2.22656	2.22656
17	43	2.08594	2.08594
17	42	2.15625	2.15625
17	41	2.0625	2.0625
17	40	2.10938	2.10938
17	39	2.03906	2.03906
17	38	1.99219	1.99219
17	37	2.01562	2.01562
17	36	2.0625	2.0625
17	35	2.10937	2.10937
17	34	2.10938	2.10938
17	33	2.15625	2.15625
17	32	2.17969	2.17969
17	31	2.03906	2.03906
17	30	2.15625	2.15625
17	29	2.03906	2.03906
17	28	2.08594	2.08594
17	27	1.96875	1.96875
17	26	2.08594	2.08594
17	25	2.10937	2.10937
17	24	2.0625	2.0625
17	23	2.29688	2.29688
17	22	2.20312	2.20313
17	21	2.17969	2.17969
17	20	2.4375	2.4375
17	19	2.29688	2.29688
17	18	2.20312	2.20312
17	17	2.27344	2.27344
17	16	2.34375	2.34375
17	15	1.99219	1.99219
17	14	2.20312	2.20313
17	13	2.20313	2.20312
17	12	2.08594	2.08594
17	11	2.10938	2.10938
17	10	2.13281	2.13281
17	9	2.15625	2.15625
17	8	2.20312	2.20313
17	7	2.08594	2.08594
17	6	2.20313	2.20312
17	5	2.0625	2.0625
17	4	2.15625	2.15625
17	3	2.0625	2.0625
17	2	2.10938	2.10938
17	1	2.15625	2.15625
17	0	2.13281	2.13281
18	47	6.58594	6.58594
18	46	6.49219	6.49219
18	45	6.67969	6.67969
18	44	6.60937	6.60938
18	43	6.51562	6.51563
18	42	6.65625	6.65625
18	41	6.51562	6.51562
18	40	6.60938	6.60937
18	39	6.5625	6.5625
18	38	6.42187	6.42188
18	37	6.51562	6.51563
18	36	6.5625	6.5625
18	35	6.5625	6.5625
18	34	6.65625	6.65625
18	33	6.65625	6.65625
18	32	6.63281	6.63281
18	31	6.51563	6.51563
18	30	6.70313	6.70312
18	29	6.53906	6.53906
18	28	6.65625	6.65625
18	27	6.63281	6.63281
18	26	6.60937	6.60937
18	25	6.70313	6.70312
18	24	6.70312	6.70312
18	23	6.5625	6.5625
18	22	6.46875	6.46875
18	21	6.5625	6.5625
18	20	6.70312	6.70313
18	19	6.60937	6.60938
18	18	6.65625	6.65625
18	17	6.5625	6.5625
18	16	6.65625	6.65625
18	15	6.42187	6.42188
18	14	7.125	7.125
18	13	6.51563	6.51562
18	12	6.51563	6.51563
18	11	6.51563	6.51562
18	10	6.60938	6.60938
18	9	6.65625	6.65625
18	8	6.60937	6.60938
18	7	6.51563	6.51563
18	6	6.65625	6.65625
18	5	6.42188	6.42188
18	4	6.60938	6.60937
18	3	6.49219	6.49219
18	2	6.46875	6.46875
18	1	6.60938	6.60937
18	0	6.53906	6.53906
19	47	6.67969	6.67969
19	46	6.53906	6.53906
19	45	6.65625	6.65625
19	44	6.77344	6.77344
19	43	6.63281	6.63281
19	42	6.67969	6.67969
19	41	6.58594	6.58594
19	40	6.67969	6.67969
19	39	6.63281	6.63281
19	38	6.67969	6.67969
19	37	6.04687	6.04687
19	36	6.72656	6.72656
19	35	21.649	21.8166
19	34	6.58594	6.58594
19	33	6.63281	6.63281
19	32	6.79687	6.79688
19	31	6.53906	6.53906
19	30	6.58594	6.58594
19	29	6.58594	6.58594
19	28	6.58594	6.58594
19	27	6.46875	6.46875
19	26	6.63281	6.63281
19	25	6.58594	6.58594
19	24	6.53906	6.53906
19	23	6.44531	6.44531
19	22	6.39844	6.39844
19	21	6.5625	6.5625
19	20	6.53906	6.53906
19	19	6.49219	6.49219
19	18	6.63281	6.63281
19	17	6.44531	6.44531
19	16	6.51563	6.51562
19	15	6.53906	6.53906
19	14	6.39844	6.39844
19	13	6.46875	6.46875
19	12	6.58594	6.58594
19	11	6.63281	6.63281
19	10	6.63281	6.63281
19	9	6.63281	6.63281
19	8	6.67969	6.67969
19	7	6.53906	6.53906
19	6	6.67969	6.67969
19	5	6.49219	6.49219
19	4	6.65625	6.65625
19	3	6.53906	6.53906
19	2	6.5625	6.5625
19	1	6.67969	6.67969
19	0	6.60938	6.60938
19	0	6.60938	6.60938
